case_id,dni,edad,provincia,antiguedad_domicilio_meses,situacion_laboral,antiguedad_laboral_meses,ingresos_mensuales,score_crediticio,deuda_total,cantidad_deudas,cheques_rechazados,tipo_siniestro,frecuencia_siniestros_ultimo_anio,monto_reclamado,repite_domicilio,repite_telefono,cambio_aseguradora_frecuente,denuncia_tardia,siniestro_cerca_vencimiento,testigo_repetido,inconsistencia_ingresos_vs_deuda,inconsistencia_laboral,datos_incompletos,mes_siniestro,trimestre_siniestro,dia_semana_siniestro,fin_de_semana_siniestro,requiere_revision,nivel_riesgo,fraude,split
CASE-00283,37334047,27,buenos aires,48,autonomo,19,223302,675,434464,3,0,robo,0,61337,0,0,0,0,0,0,0,0,0,9,3,6,1,0,bajo,0,train_balanced
CASE-00802,35803154,37,tucuman,66,empleado,88,245798,736,250160,3,0,hogar,2,86117,0,0,0,0,0,0,0,0,0,2,1,1,0,0,bajo,0,train_balanced
CASE-00881,22534424,18,tucuman,103,empleado,14,211679,468,106547,1,0,hogar,0,92321,0,0,0,0,1,0,0,0,0,1,1,3,0,0,bajo,0,train_balanced
CASE-00967,34283760,47,neuquen,35,autonomo,29,504266,572,437459,2,0,robo,1,145487,0,0,0,0,0,0,0,0,0,12,4,5,1,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00280,21512185,47,buenos aires,57,monotributista,14,169943,621,191794,2,0,auto,0,189791,0,0,0,0,1,0,0,0,0,4,2,3,0,0,bajo,0,train_balanced
CASE-00102,23344250,52,santa fe,119,autonomo,46,347242,577,559626,0,0,auto,1,193770,0,0,0,0,0,0,0,0,0,9,3,1,0,0,bajo,0,train_balanced
CASE-00429,29821646,24,tucuman,55,monotributista,27,234248,614,173489,2,2,comercio,2,118647,0,0,0,0,0,0,0,0,0,7,3,3,0,0,bajo,0,train_balanced
CASE-00498,34894285,39,buenos aires,110,autonomo,17,289707,564,549453,0,0,lesiones,0,756041,0,0,0,0,0,0,0,0,0,6,2,4,0,0,bajo,0,train_balanced
CASE-00792,39304651,48,salta,66,empleado,47,214215,624,116585,1,1,hogar,0,113459,0,0,0,0,0,0,0,0,0,10,4,0,0,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00759,42629856,57,caba,53,empleado,101,304392,791,181264,1,0,comercio,0,589267,0,0,0,0,0,0,0,0,0,9,3,2,0,0,bajo,0,train_balanced
CASE-00574,37033296,66,mendoza,35,monotributista,14,144527,646,524157,2,1,hogar,1,278382,0,0,0,0,0,0,1,0,0,8,3,6,1,0,bajo,0,train_balanced
CASE-00265,36673847,30,buenos aires,85,monotributista,27,219045,686,488520,3,0,hogar,1,268841,0,0,0,0,0,0,0,0,0,8,3,1,0,0,bajo,0,train_balanced
CASE-00090,37219120,46,buenos aires,15,desempleado,4,139426,496,0,2,1,comercio,2,204721,0,0,0,0,0,0,0,0,0,1,1,1,0,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00243,44294691,18,neuquen,37,autonomo,77,449119,392,1133192,2,0,auto,2,135407,0,0,0,0,0,0,1,0,0,8,3,3,0,1,medio,0,train_balanced
CASE-00257,33317681,34,tucuman,109,empleado,15,233034,669,22525,0,1,robo,0,416045,0,0,0,0,0,0,0,0,0,4,2,2,0,0,bajo,0,train_balanced
CASE-00842,39221543,34,santa fe,135,desempleado,0,43829,435,104380,0,1,robo,2,246414,0,0,0,0,0,0,1,0,0,11,4,0,0,1,medio,0,train_balanced
CASE-00979,43950189,44,santa fe,74,autonomo,19,151243,719,29030,2,0,comercio,1,584928,0,0,0,0,0,0,0,0,0,1,1,0,0,0,bajo,0,train_balanced
CASE-00660,22254651,43,salta,91,empleado,61,114217,478,223508,1,0,hogar,4,86828,0,0,0,1,0,0,0,0,0,7,3,1,0,0,bajo,0,train_balanced
CASE-00240,35161311,39,buenos aires,28,empleado,42,340614,295,821531,3,0,auto,1,731423,0,0,0,0,0,0,0,0,0,11,4,4,0,0,bajo,0,train_balanced
CASE-00126,27539769,25,neuquen,54,monotributista,13,163863,684,249314,0,1,hogar,0,139840,0,0,0,0,0,0,0,0,0,5,2,4,0,0,bajo,0,train_balanced
CASE-00113,34716532,52,mendoza,86,autonomo,46,246227,528,289838,1,0,lesiones,0,89647,0,0,0,0,0,0,0,0,0,6,2,1,0,0,bajo,0,train_balanced
CASE-00036,27429645,48,cordoba,80,desempleado,5,114378,655,86442,0,0,comercio,2,107759,0,0,0,0,0,0,0,0,0,10,4,5,1,0,bajo,0,train_balanced
CASE-00369,24692489,40,caba,94,autonomo,63,331847,484,0,4,0,lesiones,1,245491,0,0,0,1,0,0,0,0,0,3,1,0,0,0,bajo,0,train_balanced
CASE-00599,26669785,25,salta,77,empleado,93,431733,628,540252,2,2,auto,1,71552,0,0,0,0,0,0,0,0,0,7,3,5,1,0,bajo,0,train_balanced
CASE-00163,26332961,56,neuquen,11,empleado,28,25000,554,17965,1,0,robo,0,340253,0,0,0,0,1,0,0,0,0,1,1,1,0,0,bajo,0,train_balanced
CASE-00640,24774787,42,tucuman,15,empleado,48,272823,609,220341,1,0,comercio,0,195445,0,1,0,0,0,0,0,0,0,12,4,5,1,0,bajo,0,train_balanced
CASE-00712,33629960,18,neuquen,113,empleado,44,323230,656,779480,0,0,comercio,0,130008,0,0,0,0,0,0,1,0,0,6,2,1,0,0,bajo,0,train_balanced
CASE-00847,45958418,49,neuquen,70,autonomo,65,169156,688,99115,1,3,auto,0,230460,1,0,0,0,0,0,0,0,0,2,1,0,0,0,bajo,0,train_balanced
CASE-00875,45592052,49,mendoza,79,empleado,69,264904,595,616220,1,3,lesiones,0,63427,0,0,0,0,0,0,0,0,0,12,4,5,1,0,bajo,0,train_balanced
CASE-00251,39156309,29,mendoza,39,empleado,57,300716,788,264539,2,0,hogar,3,253946,0,0,0,0,0,0,0,0,0,4,2,5,1,0,bajo,0,train_balanced
CASE-00127,38403744,45,santa fe,25,desempleado,2,148640,617,157518,3,0,robo,1,76953,0,0,0,0,0,0,0,0,0,5,2,5,1,0,bajo,0,train_balanced
CASE-00370,27784081,41,neuquen,43,empleado,71,303533,528,159213,0,0,auto,2,116883,0,0,0,0,0,0,0,0,0,8,3,4,0,0,bajo,0,train_balanced
CASE-00809,24761133,31,santa fe,32,monotributista,35,160586,870,74575,2,1,auto,0,495941,0,0,0,0,0,0,0,0,0,1,1,5,1,0,bajo,0,train_balanced
CASE-00833,43132456,55,neuquen,63,autonomo,25,399966,603,32090,1,0,auto,0,63601,0,0,0,0,0,0,0,0,1,10,4,4,0,1,medio,0,train_balanced
CASE-00580,37237989,26,buenos aires,34,desempleado,12,87748,880,117966,2,1,hogar,0,286208,1,0,0,0,0,0,0,0,0,11,4,4,0,0,bajo,0,train_balanced
CASE-00985,31343783,48,neuquen,10,autonomo,36,451060,553,1058457,2,2,hogar,1,173317,0,0,0,1,0,0,0,0,0,12,4,5,1,0,bajo,0,train_balanced
CASE-00343,22333180,24,tucuman,57,autonomo,57,221939,777,302020,2,1,lesiones,0,209033,0,0,0,0,0,0,0,0,0,10,4,0,0,0,bajo,0,train_balanced
CASE-00459,36912729,50,tucuman,40,empleado,29,336290,505,556091,1,3,hogar,0,568639,0,0,0,0,0,0,0,0,0,8,3,1,0,0,bajo,0,train_balanced
CASE-00254,35477847,44,mendoza,73,empleado,21,227616,635,0,2,0,lesiones,0,354085,0,1,0,0,0,1,0,0,0,9,3,5,1,0,bajo,0,train_balanced
CASE-00416,23320938,33,tucuman,36,desempleado,4,87922,555,122013,1,0,lesiones,0,293187,0,0,0,1,0,0,0,0,0,10,4,5,1,0,bajo,0,train_balanced
CASE-00496,36102578,44,neuquen,76,monotributista,14,235809,597,249687,0,1,robo,1,123276,0,0,0,1,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00088,40279842,55,santa fe,79,empleado,64,431576,690,895983,2,2,hogar,1,253639,0,0,0,0,0,0,0,0,0,9,3,5,1,0,bajo,0,train_balanced
CASE-00741,35603124,18,salta,78,desempleado,11,73658,707,91097,0,1,hogar,2,159579,0,0,0,0,0,0,0,0,0,4,2,5,1,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00780,36209524,53,salta,22,monotributista,19,218604,575,318318,1,0,auto,1,287831,0,0,0,0,0,0,0,0,0,8,3,5,1,0,bajo,0,train_balanced
CASE-00794,23482042,30,tucuman,43,monotributista,12,190626,729,293624,1,0,auto,1,193934,0,0,0,0,0,0,0,0,0,7,3,4,0,0,bajo,0,train_balanced
CASE-00457,31452553,48,tucuman,36,autonomo,47,25000,652,93133,4,0,comercio,2,251677,0,0,0,0,0,0,1,0,0,7,3,6,1,1,medio,0,train_balanced
CASE-00864,38370136,30,caba,37,empleado,44,79056,527,127096,2,1,comercio,1,823582,0,0,0,0,0,0,0,0,0,1,1,2,0,0,bajo,0,train_balanced
CASE-00730,40413215,39,caba,88,monotributista,23,310141,682,276753,4,0,lesiones,2,206136,0,0,0,0,0,0,0,0,0,9,3,6,1,0,bajo,0,train_balanced
CASE-00363,30024454,46,buenos aires,38,empleado,30,190036,609,2077,1,0,comercio,1,734801,0,0,0,0,0,0,0,0,0,10,4,0,0,0,bajo,0,train_balanced
CASE-00927,21151219,52,buenos aires,31,monotributista,41,150480,469,286276,1,3,auto,1,52509,0,0,0,0,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00550,43276054,37,neuquen,135,desempleado,3,53952,678,40346,2,0,robo,1,58459,0,0,0,0,0,0,0,0,0,2,1,3,0,0,bajo,0,train_balanced
CASE-00100,30119600,47,neuquen,78,empleado,40,102316,663,33353,1,1,hogar,0,87526,0,0,0,0,0,0,0,0,0,9,3,4,0,0,bajo,0,train_balanced
CASE-00569,25581113,40,santa fe,51,autonomo,41,258958,476,799477,1,0,comercio,0,108068,0,0,0,0,1,0,1,0,0,8,3,6,1,0,bajo,0,train_balanced
CASE-00650,35479079,24,mendoza,76,empleado,34,174349,678,432676,1,0,comercio,1,262874,0,0,0,1,0,0,0,0,1,10,4,5,1,1,medio,0,train_balanced
CASE-00999,25880759,48,mendoza,10,monotributista,13,270187,625,114221,1,2,lesiones,0,88987,0,0,1,0,0,0,0,0,0,6,2,5,1,0,bajo,0,train_balanced
CASE-00893,36217735,29,caba,82,empleado,37,315931,593,399981,2,1,comercio,0,155344,0,1,0,0,1,0,0,0,0,2,1,6,1,0,bajo,0,train_balanced
CASE-00565,33896984,20,buenos aires,118,empleado,48,333005,834,0,0,1,auto,1,168828,0,0,0,0,0,0,0,0,0,6,2,2,0,0,bajo,0,train_balanced
CASE-00957,31996265,35,tucuman,86,autonomo,31,228093,845,0,2,1,hogar,0,148880,0,0,0,0,0,0,0,0,0,3,1,6,1,0,bajo,0,train_balanced
CASE-00404,40068724,43,caba,38,autonomo,40,25000,589,64944,1,0,comercio,0,128987,0,0,0,0,0,0,0,0,0,8,3,1,0,0,bajo,0,train_balanced
CASE-00025,28791689,23,mendoza,75,desempleado,5,117634,702,159674,2,2,comercio,1,627118,0,0,0,1,0,0,0,0,0,10,4,6,1,0,bajo,0,train_balanced
CASE-00436,28942224,41,santa fe,52,empleado,50,289120,560,333621,3,0,hogar,0,196288,0,0,0,0,0,0,0,0,0,12,4,4,0,0,bajo,0,train_balanced
CASE-00112,27913490,18,salta,66,empleado,26,240089,831,203375,1,0,hogar,1,242362,0,0,0,0,1,0,0,0,0,9,3,4,0,0,bajo,0,train_balanced
CASE-00527,43721534,18,mendoza,17,autonomo,45,54613,779,27035,1,1,hogar,4,465937,0,0,0,0,1,0,0,0,0,11,4,0,0,0,bajo,0,train_balanced
CASE-00395,27394518,30,santa fe,51,empleado,27,175174,718,256027,1,0,hogar,0,97779,0,0,1,0,0,0,0,0,0,11,4,5,1,0,bajo,0,train_balanced
CASE-00323,43788828,40,santa fe,85,empleado,43,270847,833,348866,3,0,auto,1,321054,1,0,1,0,0,0,0,0,0,11,4,1,0,0,bajo,0,train_balanced
CASE-00920,35188510,18,salta,11,autonomo,30,176386,719,433130,2,0,comercio,0,199371,0,0,0,0,0,0,0,0,0,10,4,1,0,0,bajo,0,train_balanced
CASE-00330,24119586,20,tucuman,75,autonomo,15,288552,510,439085,2,0,robo,0,276063,0,0,0,0,1,0,0,0,0,1,1,5,1,0,bajo,0,train_balanced
CASE-00724,44201980,66,cordoba,160,empleado,16,125338,601,250803,2,1,robo,1,377136,0,0,0,0,0,0,0,0,0,7,3,0,0,0,bajo,0,train_balanced
CASE-00182,21420654,29,cordoba,19,autonomo,43,166958,530,51053,1,2,hogar,1,66450,0,0,0,0,0,0,0,0,0,10,4,3,0,0,bajo,0,train_balanced
CASE-00865,20964921,19,mendoza,50,desempleado,7,63129,782,0,6,0,robo,1,352148,0,0,0,0,0,0,0,0,0,5,2,5,1,0,bajo,0,train_balanced
CASE-00432,27023330,32,mendoza,29,empleado,70,424896,756,859265,1,1,comercio,0,407875,0,0,0,0,0,0,0,0,0,2,1,5,1,0,bajo,0,train_balanced
CASE-00367,41706621,27,buenos aires,18,desempleado,5,78149,638,104262,2,0,robo,2,270879,0,0,0,0,0,0,0,0,0,9,3,6,1,0,bajo,0,train_balanced
CASE-00685,27407310,48,santa fe,12,autonomo,30,148715,723,297919,0,0,auto,1,410387,0,0,0,0,0,0,0,0,0,12,4,5,1,0,bajo,0,train_balanced
CASE-00428,25735642,47,buenos aires,46,desempleado,5,92744,578,90165,3,0,hogar,1,208731,0,0,0,0,0,0,0,0,0,6,2,6,1,0,bajo,0,train_balanced
CASE-00723,30696973,66,caba,43,autonomo,68,128988,731,111202,1,1,comercio,0,260072,0,0,0,0,0,0,0,0,0,6,2,1,0,0,bajo,0,train_balanced
CASE-00356,34038009,39,santa fe,21,empleado,63,146725,520,404171,1,2,robo,0,196419,0,0,0,0,0,0,1,0,0,1,1,1,0,1,medio,0,train_balanced
CASE-00778,21940124,39,buenos aires,58,empleado,22,117517,843,0,2,1,robo,1,66303,1,0,0,0,0,0,0,0,0,1,1,1,0,0,bajo,0,train_balanced
CASE-00009,43322751,29,buenos aires,78,monotributista,18,161474,939,268547,1,1,comercio,3,98785,0,0,1,1,0,0,0,0,0,3,1,6,1,0,bajo,0,train_balanced
CASE-00721,34634037,50,mendoza,72,monotributista,27,112473,621,369234,3,2,comercio,0,170301,0,0,0,0,0,0,1,0,0,8,3,5,1,0,bajo,0,train_balanced
CASE-00368,42185465,54,neuquen,42,autonomo,41,359610,682,921963,0,0,auto,0,212339,0,0,0,0,0,0,0,0,0,6,2,3,0,0,bajo,0,train_balanced
CASE-00861,23889268,23,neuquen,54,empleado,25,46396,547,122372,3,2,hogar,1,165550,0,0,0,0,0,0,1,0,0,9,3,1,0,0,bajo,0,train_balanced
CASE-00936,23132682,23,salta,86,monotributista,2,256977,667,0,1,1,hogar,1,189521,0,0,0,0,0,0,0,0,0,6,2,4,0,0,bajo,0,train_balanced
CASE-00106,22082963,23,buenos aires,47,empleado,38,233948,681,329168,1,0,auto,1,73090,0,0,0,0,0,0,0,0,0,12,4,0,0,0,bajo,0,train_balanced
CASE-00103,33059040,41,caba,64,monotributista,34,136792,497,1,6,0,lesiones,0,292900,0,0,0,0,1,0,0,0,0,10,4,3,0,0,bajo,0,train_balanced
CASE-00705,32243351,24,santa fe,55,monotributista,20,305814,512,306142,1,1,robo,0,406794,0,0,0,0,0,0,0,0,0,11,4,0,0,0,bajo,0,train_balanced
CASE-00622,34871570,77,neuquen,61,empleado,59,202164,614,154317,2,2,hogar,1,77013,0,0,0,0,0,0,0,0,0,9,3,2,0,0,bajo,0,train_balanced
CASE-00359,42510629,18,cordoba,24,empleado,23,248301,624,469299,3,0,robo,1,150452,0,0,0,0,0,0,0,0,0,2,1,3,0,0,bajo,0,train_balanced
CASE-00497,21605869,30,neuquen,34,monotributista,14,101885,750,29252,3,1,robo,0,206672,0,0,0,0,0,0,0,0,0,4,2,3,0,0,bajo,0,train_balanced
CASE-00178,22870581,31,santa fe,35,empleado,62,381612,842,0,0,0,hogar,0,82059,0,1,0,0,0,0,0,0,0,8,3,5,1,0,bajo,0,train_balanced
CASE-00898,39681622,26,caba,14,empleado,65,129123,706,396784,1,0,auto,0,657535,0,0,0,0,1,0,1,0,0,11,4,6,1,1,medio,0,train_balanced
CASE-00857,36677401,31,santa fe,45,autonomo,27,220204,721,441421,0,1,comercio,2,260640,0,0,0,0,0,0,0,0,0,9,3,1,0,0,bajo,0,train_balanced
CASE-00443,29089580,57,mendoza,26,empleado,49,404922,677,32011,1,1,comercio,0,70069,0,0,0,0,0,0,0,0,0,12,4,1,0,0,bajo,0,train_balanced
CASE-00410,23732477,37,buenos aires,83,empleado,73,387350,423,235549,2,0,hogar,0,278231,0,0,0,0,0,0,0,0,0,12,4,2,0,0,bajo,0,train_balanced
CASE-00756,46356666,30,cordoba,42,empleado,39,291117,835,93584,1,1,robo,0,202895,0,1,0,0,0,0,0,0,0,11,4,3,0,0,bajo,0,train_balanced
CASE-00136,25938271,38,salta,31,empleado,33,206307,511,0,2,1,auto,0,180354,0,0,0,0,0,0,0,0,0,4,2,2,0,0,bajo,0,train_balanced
CASE-00998,26349707,51,tucuman,12,empleado,64,200999,745,86891,0,0,lesiones,0,43660,0,0,0,0,0,0,0,0,0,4,2,5,1,0,bajo,0,train_balanced
CASE-00938,23303752,32,salta,41,desempleado,4,57701,596,20955,2,0,robo,0,219150,1,0,0,0,0,0,0,0,0,10,4,6,1,0,bajo,0,train_balanced
CASE-00316,20716177,41,tucuman,50,autonomo,5,217922,657,246273,5,0,lesiones,1,542083,1,0,0,0,0,0,0,0,0,3,1,0,0,0,bajo,0,train_balanced
CASE-00572,32445775,44,buenos aires,52,autonomo,88,348796,610,343906,0,0,robo,0,68463,0,0,0,0,0,0,0,0,0,2,1,0,0,0,bajo,0,train_balanced
CASE-00630,22224462,23,mendoza,41,desempleado,7,114897,703,119406,2,1,robo,0,582317,0,1,0,0,0,0,0,0,0,1,1,3,0,0,bajo,0,train_balanced
CASE-00807,42060391,37,caba,50,monotributista,42,109985,638,141538,1,0,lesiones,0,218484,0,0,0,0,1,0,0,0,0,7,3,0,0,0,bajo,0,train_balanced
CASE-00028,25748035,57,buenos aires,60,empleado,80,189982,723,51304,3,0,hogar,0,51823,0,1,0,0,0,0,0,0,0,11,4,3,0,0,bajo,0,train_balanced
CASE-00532,38389136,53,santa fe,21,monotributista,22,229545,728,0,3,0,lesiones,1,170686,0,0,0,0,0,0,0,0,0,9,3,6,1,0,bajo,0,train_balanced
CASE-00511,32125347,35,mendoza,37,desempleado,1,89056,557,165510,2,0,auto,1,123451,0,0,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00105,22871656,38,salta,41,empleado,41,293265,482,480235,1,0,lesiones,1,126570,1,0,0,0,0,0,0,0,0,1,1,2,0,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00752,45420381,32,neuquen,90,empleado,50,49477,548,90787,1,0,lesiones,4,150797,0,0,0,0,0,0,0,0,0,6,2,4,0,0,bajo,0,train_balanced
CASE-00286,43612300,73,tucuman,57,empleado,59,264692,716,0,1,0,robo,1,482038,0,0,0,0,0,0,0,0,0,5,2,0,0,0,bajo,0,train_balanced
CASE-00895,46131278,18,cordoba,19,empleado,22,269525,710,0,0,1,hogar,1,90697,1,0,0,0,0,1,0,0,0,8,3,6,1,0,bajo,0,train_balanced
CASE-00437,36124308,35,mendoza,39,monotributista,43,186137,681,312840,3,0,comercio,0,1015084,0,0,0,0,0,0,0,0,0,10,4,2,0,0,bajo,0,train_balanced
CASE-00734,41632495,26,tucuman,33,empleado,26,71980,652,0,3,1,lesiones,0,373951,1,0,0,0,0,0,0,0,0,8,3,5,1,0,bajo,0,train_balanced
CASE-00478,23015750,37,buenos aires,42,monotributista,49,90505,514,109316,0,1,comercio,1,681541,0,0,0,0,0,1,0,0,0,9,3,2,0,0,bajo,0,train_balanced
CASE-00934,43430413,18,neuquen,33,empleado,41,212308,673,388131,2,1,robo,5,81316,0,0,0,0,0,0,0,0,0,11,4,5,1,0,bajo,0,train_balanced
CASE-00769,45483642,36,salta,16,empleado,12,214040,601,402051,0,0,auto,0,477084,0,0,0,0,0,0,0,0,0,12,4,1,0,0,bajo,0,train_balanced
CASE-00968,28909940,41,santa fe,38,autonomo,27,553443,754,1131613,2,2,auto,2,93252,0,0,0,0,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00500,32285741,36,cordoba,59,empleado,71,197480,655,394744,1,1,auto,0,1386242,0,0,0,0,1,0,0,0,0,9,3,4,0,0,bajo,0,train_balanced
CASE-00066,35231184,37,neuquen,73,monotributista,26,162467,637,299850,1,0,auto,1,94090,0,0,0,0,0,0,0,0,0,3,1,3,0,0,bajo,0,train_balanced
CASE-00764,27416584,38,caba,17,autonomo,48,189555,746,135159,2,1,hogar,1,61840,0,0,0,0,0,0,0,0,0,11,4,3,0,0,bajo,0,train_balanced
CASE-00270,38057496,42,mendoza,179,desempleado,9,73208,643,90073,6,0,lesiones,0,103784,0,0,0,0,0,0,0,0,0,10,4,6,1,0,bajo,0,train_balanced
CASE-00633,38708220,47,salta,48,empleado,89,184732,500,571993,3,2,auto,1,329572,0,0,0,0,0,0,1,0,0,2,1,5,1,0,bajo,0,train_balanced
CASE-00309,32571901,40,caba,78,empleado,63,431952,340,391993,2,1,comercio,0,432552,0,0,0,1,0,0,0,0,0,9,3,5,1,0,bajo,0,train_balanced
CASE-00556,31006475,60,santa fe,57,empleado,20,315791,531,312528,2,0,lesiones,1,108401,0,0,1,0,0,0,0,0,0,3,1,6,1,0,bajo,0,train_balanced
CASE-00396,23429031,54,mendoza,37,desempleado,0,100264,752,200153,2,0,hogar,2,176402,0,0,0,0,0,0,0,0,0,4,2,0,0,0,bajo,0,train_balanced
CASE-00753,32499053,18,mendoza,71,desempleado,3,30926,734,48268,1,1,lesiones,0,69641,0,0,0,0,0,0,0,0,0,11,4,0,0,0,bajo,0,train_balanced
CASE-00333,25156219,32,buenos aires,72,empleado,63,149290,802,178019,1,0,comercio,1,116854,0,0,0,1,0,0,0,0,0,6,2,6,1,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00244,34499638,26,santa fe,7,monotributista,32,97189,799,19514,1,1,auto,1,532389,0,0,0,0,0,0,0,0,0,12,4,6,1,0,bajo,0,train_balanced
CASE-00424,28837039,21,mendoza,45,empleado,88,296127,479,289029,5,0,robo,2,64156,0,0,0,1,0,0,0,0,0,6,2,5,1,0,bajo,0,train_balanced
CASE-00848,34275791,33,cordoba,66,autonomo,50,345467,626,284879,1,0,comercio,2,162255,0,0,0,0,0,0,0,0,0,8,3,0,0,0,bajo,0,train_balanced
CASE-00190,22664921,49,neuquen,28,empleado,22,232603,615,469623,1,1,robo,0,98820,0,0,0,0,0,1,0,0,0,3,1,2,0,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00555,46620647,25,buenos aires,161,empleado,62,273766,531,582788,4,1,robo,0,153079,0,0,0,1,0,0,0,0,0,6,2,0,0,0,bajo,0,train_balanced
CASE-00144,25152030,46,mendoza,57,monotributista,26,190366,711,14483,2,1,lesiones,1,97332,0,0,0,0,0,0,0,0,0,4,2,5,1,0,bajo,0,train_balanced
CASE-00003,25515989,45,santa fe,48,monotributista,38,113288,524,0,1,0,hogar,2,69145,0,0,0,0,0,0,0,0,0,2,1,3,0,0,bajo,0,train_balanced
CASE-00533,34808488,39,tucuman,17,monotributista,21,215946,851,317071,1,1,auto,2,133594,0,0,0,0,0,0,0,0,0,3,1,5,1,0,bajo,0,train_balanced
CASE-00701,22972290,30,tucuman,90,empleado,36,146929,548,286495,2,0,robo,1,191966,0,0,0,0,0,0,0,0,0,4,2,6,1,0,bajo,0,train_balanced
CASE-00173,23098056,59,buenos aires,25,monotributista,43,81522,672,208623,1,1,robo,0,169313,0,0,0,0,0,0,1,0,0,12,4,0,0,0,bajo,0,train_balanced
CASE-00139,41978898,34,caba,41,empleado,64,268903,691,124538,2,0,lesiones,0,109337,0,0,0,0,0,0,0,0,0,12,4,2,0,0,bajo,0,train_balanced
CASE-00150,21613560,29,tucuman,36,empleado,28,245529,695,599140,1,0,auto,2,206395,0,0,0,0,0,0,0,0,0,2,1,5,1,0,bajo,0,train_balanced
CASE-00748,23609237,43,santa fe,55,empleado,52,271765,568,452904,1,0,comercio,1,89875,0,0,0,0,0,0,0,0,1,9,3,6,1,1,medio,0,train_balanced
CASE-00049,37715057,51,santa fe,46,empleado,55,41435,667,35910,1,1,comercio,0,426894,0,0,0,0,0,0,0,0,0,4,2,5,1,0,bajo,0,train_balanced
CASE-00110,41987523,31,santa fe,32,autonomo,65,212932,444,101920,2,1,comercio,1,180516,0,0,0,0,0,0,0,0,0,11,4,3,0,0,bajo,0,train_balanced
CASE-00004,34744108,26,caba,45,monotributista,47,203672,351,374697,0,0,comercio,0,66675,0,0,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00301,27997018,26,cordoba,60,autonomo,11,268670,626,222932,1,0,comercio,1,72390,1,0,0,1,0,0,0,0,0,9,3,0,0,0,bajo,0,train_balanced
CASE-00955,28836832,61,neuquen,95,monotributista,26,277582,689,227186,1,0,hogar,0,100134,0,0,0,0,0,0,0,0,0,9,3,2,0,0,bajo,0,train_balanced
CASE-00754,25561886,79,salta,39,empleado,41,280229,582,312055,2,1,hogar,2,182779,0,0,0,0,0,0,0,0,0,12,4,6,1,0,bajo,0,train_balanced
CASE-00013,35287338,23,mendoza,40,autonomo,11,262022,588,302021,2,0,auto,1,931275,0,1,0,0,0,0,0,0,0,2,1,1,0,0,bajo,0,train_balanced
CASE-00002,46750222,27,mendoza,61,empleado,66,47595,763,85731,2,0,hogar,0,83278,0,0,0,0,0,0,0,0,0,8,3,5,1,0,bajo,0,train_balanced
CASE-00050,26689142,39,mendoza,30,empleado,41,136854,648,0,0,0,comercio,2,198441,0,0,0,0,0,0,0,0,0,3,1,2,0,0,bajo,0,train_balanced
CASE-00397,41113023,59,caba,76,empleado,72,178476,651,255065,2,1,auto,0,324612,0,0,0,0,0,0,0,0,0,2,1,3,0,0,bajo,0,train_balanced
CASE-00731,21823821,25,tucuman,111,monotributista,5,203126,562,152215,3,1,auto,0,300460,0,0,0,0,0,0,0,0,0,5,2,1,0,0,bajo,0,train_balanced
CASE-00302,22006811,29,caba,48,monotributista,36,92531,852,123165,2,1,hogar,0,239679,0,0,0,0,0,0,0,0,0,11,4,6,1,0,bajo,0,train_balanced
CASE-00198,28994006,19,tucuman,50,monotributista,15,177625,464,262641,2,1,auto,0,120110,0,0,0,0,0,1,0,0,0,5,2,3,0,0,bajo,0,train_balanced
